Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Bond Fund,1.52058E+11,1363919930,111.4858,111.4858,111.4858,1/24/2022
Bond Fund,1.51489E+11,1360095712,111.3812,111.3812,111.3812,1/21/2022
Bond Fund,1.51068E+11,1356730637,111.347,111.347,111.347,1/20/2022
Bond Fund,1.50849E+11,1355178454,111.3129,111.3129,111.3129,1/19/2022
Bond Fund,1.50409E+11,1351647656,111.2786,111.2786,111.2786,1/18/2022
Bond Fund,1.49831E+11,1346864807,111.2443,111.2443,111.2443,1/17/2022
Bond Fund,1.4965E+11,1346488499,111.1406,111.1406,111.1406,1/14/2022
Bond Fund,1.49601E+11,1346469290,111.1061,111.1061,111.1061,1/13/2022
Bond Fund,1.492E+11,1343694587,111.0372,111.0372,111.0372,1/11/2022
Bond Fund,1.48631E+11,1338987583,111.0026,111.0026,111.0026,1/10/2022
Bond Fund,1.48102E+11,1335474210,110.8985,110.8985,110.8985,1/7/2022
Bond Fund,1.47146E+11,1327290829,110.8617,110.8617,110.8617,1/6/2022
Bond Fund,1.46833E+11,1324890313,110.8269,110.8269,110.8269,1/5/2022
Bond Fund,1.46565E+11,1322894355,110.791,110.791,110.791,1/4/2022
Bond Fund,1.45735E+11,1315813218,110.7569,110.7569,110.7569,1/3/2022
Bond Fund,1.46667E+11,1313604651,111.652,111.652,111.652,12/31/2021
Bond Fund,1.46279E+11,1310535663,111.6175,111.6175,111.6175,12/30/2021
Bond Fund,1.46077E+11,1309148255,111.5815,111.5815,111.5815,12/29/2021
Bond Fund,1.45763E+11,1306740449,111.547,111.547,111.547,12/28/2021
Bond Fund,1.44812E+11,1303117766,111.1277,111.1277,111.1277,12/27/2021
Bond Fund,1.43882E+11,1295997070,111.0201,111.0201,111.0201,12/24/2021
Bond Fund,1.43529E+11,1293239555,110.9842,110.9842,110.9842,12/23/2021
Bond Fund,1.42834E+11,1287393613,110.9482,110.9482,110.9482,12/22/2021
Bond Fund,1.42098E+11,1281177821,110.9121,110.9121,110.9121,12/21/2021
Bond Fund,1.4201E+11,1280777807,110.8782,110.8782,110.8782,12/20/2021
Bond Fund,1.4133E+11,1275841236,110.774,110.774,110.774,12/17/2021
Bond Fund,1.41067E+11,1273871433,110.7387,110.7387,110.7387,12/16/2021
Bond Fund,1.4089E+11,1272686168,110.7029,110.7029,110.7029,12/15/2021
Bond Fund,1.39462E+11,1260168949,110.6692,110.6692,110.6692,12/14/2021
Bond Fund,1.39095E+11,1257255260,110.6342,110.6342,110.6342,12/13/2021
Bond Fund,1.38548E+11,1253499841,110.5293,110.5293,110.5293,12/10/2021
Bond Fund,1.37428E+11,1246409251,110.259,110.259,110.259,12/8/2021
Bond Fund,1.37205E+11,1244792317,110.223,110.223,110.223,12/7/2021
Bond Fund,1.36526E+11,1239030537,110.188,110.188,110.188,12/6/2021
Bond Fund,1.35562E+11,1231460922,110.0823,110.0823,110.0823,12/3/2021
Bond Fund,1.34583E+11,1222978144,110.0457,110.0457,110.0457,12/2/2021
Bond Fund,1.34213E+11,1219989685,110.0113,110.0113,110.0113,12/1/2021
Bond Fund,1.35371E+11,1219824663,110.9759,110.9759,110.9759,11/30/2021
Bond Fund,1.34305E+11,1210604560,110.9402,110.9402,110.9402,11/29/2021
Bond Fund,1.33667E+11,1206030163,110.8322,110.8322,110.8322,11/26/2021
Bond Fund,1.33225E+11,1202425658,110.7971,110.7971,110.7971,11/25/2021
Bond Fund,1.32959E+11,1200408039,110.7616,110.7616,110.7616,11/24/2021
Bond Fund,1.32519E+11,1196805057,110.7272,110.7272,110.7272,11/23/2021
Bond Fund,1.31816E+11,1190828232,110.6923,110.6923,110.6923,11/22/2021
Bond Fund,1.31557E+11,1189647807,110.5849,110.5849,110.5849,11/19/2021
Bond Fund,1.31319E+11,1187889443,110.5478,110.5478,110.5478,11/18/2021
Bond Fund,1.31163E+11,1186855662,110.5129,110.5129,110.5129,11/17/2021
Bond Fund,1.30709E+11,1183117623,110.4782,110.4782,110.4782,11/16/2021
Bond Fund,1.30023E+11,1177285038,110.4433,110.4433,110.4433,11/15/2021
Bond Fund,1.29597E+11,1174545244,110.3382,110.3382,110.3382,11/12/2021
Bond Fund,1.2954E+11,1174398140,110.3033,110.3033,110.3033,11/11/2021
Bond Fund,1.29155E+11,1171281510,110.2683,110.2683,110.2683,11/10/2021
Bond Fund,1.24863E+11,1132709764,110.2338,110.2338,110.2338,11/9/2021
Bond Fund,1.23996E+11,1125208701,110.1979,110.1979,110.1979,11/8/2021
Bond Fund,1.23446E+11,1121257416,110.096,110.096,110.096,11/5/2021
Bond Fund,1.23556E+11,1122627174,110.0596,110.0596,110.0596,11/4/2021
Bond Fund,1.2329E+11,1120583292,110.0234,110.0234,110.0234,11/3/2021
Bond Fund,1.22349E+11,1112402145,109.9865,109.9865,109.9865,11/2/2021
Bond Fund,1.21954E+11,1109167785,109.9511,109.9511,109.9511,11/1/2021
Bond Fund,1.2257E+11,1105814969,110.8415,110.8415,110.8415,10/29/2021
Bond Fund,1.22318E+11,1103902935,110.805,110.805,110.805,10/28/2021
Bond Fund,1.21757E+11,1099200324,110.7692,110.7692,110.7692,10/27/2021
Bond Fund,1.21399E+11,1096328843,110.7327,110.7327,110.7327,10/26/2021
Bond Fund,1.21022E+11,1093279296,110.6967,110.6967,110.6967,10/25/2021
Bond Fund,1.20654E+11,1091018623,110.5883,110.5883,110.5883,10/22/2021
Bond Fund,1.20122E+11,1086591457,110.5496,110.5496,110.5496,10/21/2021
Bond Fund,1.19394E+11,1080352382,110.5137,110.5137,110.5137,10/20/2021
Bond Fund,1.18758E+11,1075302515,110.4413,110.4413,110.4413,10/18/2021
Bond Fund,1.18222E+11,1071508307,110.3321,110.3321,110.3321,10/15/2021
Bond Fund,1.17964E+11,1069878292,110.259,110.259,110.259,10/13/2021
Bond Fund,1.17561E+11,1066582460,110.2224,110.2224,110.2224,10/12/2021
Bond Fund,1.17411E+11,1065547912,110.1887,110.1887,110.1887,10/11/2021
Bond Fund,1.1676E+11,1060614641,110.0872,110.0872,110.0872,10/8/2021
Bond Fund,1.16315E+11,1057229321,110.0188,110.0188,110.0188,10/6/2021
Bond Fund,1.15869E+11,1053499606,109.9848,109.9848,109.9848,10/5/2021
Bond Fund,1.14772E+11,1043845892,109.9513,109.9513,109.9513,10/4/2021
Bond Fund,1.14322E+11,1040729099,109.8476,109.8476,109.8476,10/1/2021
Bond Fund,1.15463E+11,1041971088,110.8119,110.8119,110.8119,9/30/2021
Bond Fund,1.15259E+11,1040455840,110.7774,110.7774,110.7774,9/29/2021
Bond Fund,1.14941E+11,1037909270,110.7429,110.7429,110.7429,9/28/2021
Bond Fund,1.13515E+11,1032281298,109.9656,109.9656,109.9656,9/27/2021
Bond Fund,1.13043E+11,1028997725,109.8577,109.8577,109.8577,9/24/2021
Bond Fund,1.13347E+11,1032114093,109.8206,109.8206,109.8206,9/23/2021
Bond Fund,1.1322E+11,1030952584,109.7839,109.7839,109.7839,9/22/2021
Bond Fund,1.13011E+11,1029732769,109.7482,109.7482,109.7482,9/21/2021
Bond Fund,1.12616E+11,1026459779,109.7125,109.7125,109.7125,9/20/2021
Bond Fund,1.12152E+11,1023233294,109.6051,109.6051,109.6051,9/17/2021
Bond Fund,1.12095E+11,1023051825,109.569,109.569,109.569,9/16/2021
Bond Fund,1.11502E+11,1017977304,109.5334,109.5334,109.5334,9/15/2021
Bond Fund,1.11118E+11,1014799701,109.4976,109.4976,109.4976,9/14/2021
Bond Fund,1.10514E+11,1009608243,109.4618,109.4618,109.4618,9/13/2021
Bond Fund,1.09874E+11,1004759201,109.3539,109.3539,109.3539,9/10/2021
Bond Fund,1.08872E+11,995924895.2,109.318,109.318,109.318,9/9/2021
Bond Fund,1.08507E+11,992915865.4,109.2816,109.2816,109.2816,9/8/2021
Bond Fund,1.08398E+11,992245861.8,109.2449,109.2449,109.2449,9/7/2021
Bond Fund,1.07746E+11,986606842.2,109.2085,109.2085,109.2085,9/6/2021
Bond Fund,1.07503E+11,985374626.4,109.0984,109.0984,109.0984,9/3/2021
Bond Fund,1.06525E+11,976743293,109.0619,109.0619,109.0619,9/2/2021
Bond Fund,1.06166E+11,973778363.6,109.0249,109.0249,109.0249,9/1/2021
Bond Fund,1.06906E+11,971980115.7,109.9875,109.9875,109.9875,8/31/2021
Bond Fund,1.06642E+11,969926316.5,109.9489,109.9489,109.9489,8/30/2021
Bond Fund,1.06366E+11,968393838,109.8374,109.8374,109.8374,8/27/2021
Bond Fund,1.06168E+11,966921774,109.8002,109.8002,109.8002,8/26/2021
Bond Fund,1.06002E+11,965736770.2,109.7631,109.7631,109.7631,8/25/2021
Bond Fund,1.05656E+11,962909371.5,109.7261,109.7261,109.7261,8/24/2021
Bond Fund,1.05023E+11,957463196.9,109.6891,109.6891,109.6891,8/23/2021
Bond Fund,1.04775E+11,956174388.3,109.5773,109.5773,109.5773,8/20/2021
Bond Fund,1.04381E+11,952900942.1,109.5401,109.5401,109.5401,8/19/2021
Bond Fund,1.04454E+11,953899736.6,109.5026,109.5026,109.5026,8/18/2021
Bond Fund,1.0415E+11,951440900.4,109.4652,109.4652,109.4652,8/17/2021
Bond Fund,1.03795E+11,948521794.4,109.4286,109.4286,109.4286,8/16/2021
Bond Fund,1.03441E+11,946256742.3,109.3163,109.3163,109.3163,8/13/2021
Bond Fund,1.03377E+11,945971108.3,109.2814,109.2814,109.2814,8/12/2021
Bond Fund,1.02837E+11,941373288,109.241,109.241,109.241,8/11/2021
Bond Fund,1.02083E+11,934792197.3,109.2043,109.2043,109.2043,8/10/2021
Bond Fund,1.09874E+11,1004759201,109.3539,109.3539,109.3539,8/10/2021
Bond Fund,1.01688E+11,931480105.4,109.1684,109.1684,109.1684,8/9/2021
Bond Fund,1.00793E+11,924193049,109.0602,109.0602,109.0602,8/6/2021
Bond Fund,1.00513E+11,921934567,109.0237,109.0237,109.0237,8/5/2021
Bond Fund,1.00288E+11,920179340.9,108.9873,108.9873,108.9873,8/4/2021
Bond Fund,99489035197,913151394.3,108.9513,108.9513,108.9513,8/3/2021
Bond Fund,98613869376,905388907.5,108.9188,108.9188,108.9188,8/2/2021
Bond Fund,99521640563,906350185.5,109.8048,109.8048,109.8048,7/30/2021
Bond Fund,99358514291,905167357.4,109.7681,109.7681,109.7681,7/29/2021
Bond Fund,99096060580,903122764.5,109.726,109.726,109.726,7/28/2021
Bond Fund,98718766806,899986310.2,109.6892,109.6892,109.6892,7/27/2021
Bond Fund,98859563669,901577504.8,109.6518,109.6518,109.6518,7/26/2021
Bond Fund,98640783907,900490983.9,109.5411,109.5411,109.5411,7/23/2021
Bond Fund,98321428329,897878152.4,109.5042,109.5042,109.5042,7/22/2021
Bond Fund,97893052178,894573530.1,109.4299,109.4299,109.4299,7/20/2021
Bond Fund,97211004634,888641638.3,109.3928,109.3928,109.3928,7/19/2021
Bond Fund,96783850958,885641596.4,109.2811,109.2811,109.2811,7/16/2021
Bond Fund,96190039729,880501369.3,109.2446,109.2446,109.2446,7/15/2021
Bond Fund,95887646945,878028318.8,109.2079,109.2079,109.2079,7/14/2021
Bond Fund,95605258425,875737504.2,109.1711,109.1711,109.1711,7/13/2021
Bond Fund,95469846022,874795367.1,109.1339,109.1339,109.1339,7/12/2021
Bond Fund,95031370875,871674041.3,109.0217,109.0217,109.0217,7/9/2021
Bond Fund,94465566286,866769487.3,108.9858,108.9858,108.9858,7/8/2021
Bond Fund,94274002729,865610386.4,108.9104,108.9104,108.9104,7/6/2021
Bond Fund,93751537800,861140694.4,108.869,108.869,108.869,7/5/2021
Bond Fund,93440429903,859136614.3,108.7609,108.7609,108.7609,7/2/2021
Bond Fund,93858205692,863266582.6,108.7245,108.7245,108.7245,7/1/2021
Bond Fund,94481972885,861357390.2,109.6896,109.6896,109.6896,6/30/2021
Bond Fund,94061804455,860619319.4,109.2955,109.2955,109.2955,6/29/2021
Bond Fund,93698282461,857571394.6,109.26,109.26,109.26,6/28/2021
