Scheme Name,Net Asset Value,Outstanding Number of Units,Nav Per Unit,Sale Price per Unit,Repurchase Price/Unit,Date Valued
Jikimu Fund,22213261808,179290634.7,123.8953,123.8953,121.4174,7/19/2017
Jikimu Fund,22213261808,179290634.7,123.8953,123.8953,121.4174,7/19/2017
Jikimu Fund,22182205735,179047156.2,123.8903,123.8903,121.4125,7/18/2017
Jikimu Fund,22182205735,179047156.2,123.8903,123.8903,121.4125,7/18/2017
Jikimu Fund,22159710266,178917971.9,123.854,123.854,121.3769,7/17/2017
Jikimu Fund,22159710266,178917971.9,123.854,123.854,121.3769,7/17/2017
Jikimu Fund,22139231881,178914035.5,123.7423,123.7423,121.2674,7/14/2017
Jikimu Fund,22139231881,178914035.5,123.7423,123.7423,121.2674,7/14/2017
Jikimu Fund,22160274299,179403722.3,123.5218,123.5218,121.0514,7/13/2017
Jikimu Fund,22160274299,179403722.3,123.5218,123.5218,121.0514,7/13/2017
Jikimu Fund,22160274299,179403722.3,123.5218,123.5218,121.0514,7/13/2017
Jikimu Fund,22123211210,179157538,123.4847,123.4847,121.015,7/12/2017
Jikimu Fund,22123211210,179157538,123.4847,123.4847,121.015,7/12/2017
Jikimu Fund,22194622870,179790847.5,123.4469,123.4469,120.978,7/11/2017
Jikimu Fund,22194622870,179790847.5,123.4469,123.4469,120.978,7/11/2017
Jikimu Fund,22428607931,181763891.4,123.3942,123.3942,120.9263,7/10/2017
Jikimu Fund,22428607931,181763891.4,123.3942,123.3942,120.9263,7/10/2017
Jikimu Fund,22399002024,181743363.3,123.2452,123.2452,120.7803,7/6/2017
Jikimu Fund,22399002024,181743363.3,123.2452,123.2452,120.7803,7/6/2017
Jikimu Fund,22388218306,181710776.1,123.208,123.208,120.7438,7/5/2017
Jikimu Fund,22388218306,181710776.1,123.208,123.208,120.7438,7/5/2017
Jikimu Fund,22412682981,181958774.9,123.1745,123.1745,120.711,7/4/2017
Jikimu Fund,22412682981,181958774.9,123.1745,123.1745,120.711,7/4/2017
Jikimu Fund,22460148258,182110216.7,123.3327,123.3327,120.8661,7/3/2017
Jikimu Fund,22460148258,182110216.7,123.3327,123.3327,120.8661,7/3/2017
Jikimu Fund,22982576867,182103323.2,126.2062,126.2062,123.6821,6/30/2017
Jikimu Fund,22973367476,182083680.5,126.1693,126.1693,123.6459,6/29/2017
Jikimu Fund,22973367476,182083680.5,126.1693,126.1693,123.6459,6/29/2017
Jikimu Fund,22962694347,182301051.9,125.9603,125.9603,123.4411,6/28/2017
Jikimu Fund,22962694347,182301051.9,125.9603,125.9603,123.4411,6/28/2017
Jikimu Fund,22913613036,182176574.1,125.7769,125.7769,123.2614,6/23/2017
Jikimu Fund,22913613036,182176574.1,125.7769,125.7769,123.2614,6/23/2017
Jikimu Fund,22793027187,182143330.8,125.1379,125.1379,122.6351,6/22/2017
Jikimu Fund,22793027187,182143330.8,125.1379,125.1379,122.6351,6/22/2017
Jikimu Fund,22779540506,182110189.4,125.0866,125.0866,122.5848,6/21/2017
Jikimu Fund,22779540506,182110189.4,125.0866,125.0866,122.5848,6/21/2017
Jikimu Fund,22801064828,182093402.4,125.2163,125.2163,122.712,6/20/2017
Jikimu Fund,22801064828,182093402.4,125.2163,125.2163,122.712,6/20/2017
Jikimu Fund,22792671906,182040424.7,125.2067,125.2067,122.7025,6/19/2017
Jikimu Fund,22792671906,182040424.7,125.2067,125.2067,122.7025,6/19/2017
Jikimu Fund,22767428480,182040344.3,125.068,125.068,122.5667,6/16/2017
Jikimu Fund,22767428480,182040344.3,125.068,125.068,122.5667,6/16/2017
Jikimu Fund,22760185186,182036345.3,125.031,125.031,122.5304,6/15/2017
Jikimu Fund,22760185186,182036345.3,125.031,125.031,122.5304,6/15/2017
Jikimu Fund,22606741902,181813858.9,124.34,124.34,121.8532,6/14/2017
Jikimu Fund,22606741902,181813858.9,124.34,124.34,121.8532,6/14/2017
Jikimu Fund,22597195739,181794443.9,124.3008,124.3008,121.8148,6/13/2017
Jikimu Fund,22597195739,181794443.9,124.3008,124.3008,121.8148,6/13/2017
Jikimu Fund,22579997592,181710259.9,124.2637,124.2637,121.7785,6/12/2017
Jikimu Fund,22579997592,181710259.9,124.2637,124.2637,121.7785,6/12/2017
Jikimu Fund,22587375986,181845360.8,124.212,124.212,121.7278,6/9/2017
Jikimu Fund,22587375986,181845360.8,124.212,124.212,121.7278,6/9/2017
Jikimu Fund,22580889180,181840234.3,124.1798,124.1798,121.6962,6/8/2017
Jikimu Fund,22580889180,181840234.3,124.1798,124.1798,121.6962,6/8/2017
Jikimu Fund,22616569546,181840234.3,124.376,124.376,121.8885,6/7/2017
Jikimu Fund,22616569546,181840234.3,124.376,124.376,121.8885,6/7/2017
Jikimu Fund,22766698325,183103975.9,124.3375,124.3375,121.8508,6/6/2017
Jikimu Fund,22766698325,183103975.9,124.3375,124.3375,121.8508,6/6/2017
Jikimu Fund,22754354673,183059626.7,124.3002,124.3002,121.8142,6/5/2017
Jikimu Fund,22754354673,183059626.7,124.3002,124.3002,121.8142,6/5/2017
Jikimu Fund,22730357628,183031443.6,124.1883,124.1883,121.7045,6/2/2017
Jikimu Fund,22730357628,183031443.6,124.1883,124.1883,121.7045,6/2/2017
Jikimu Fund,22792457220,183586700.7,124.1509,124.1509,121.6679,6/1/2017
Jikimu Fund,22792457220,183586700.7,124.1509,124.1509,121.6679,6/1/2017
Jikimu Fund,22785431904,183585129.2,124.1137,124.1137,121.6314,5/31/2017
Jikimu Fund,22785431904,183585129.2,124.1137,124.1137,121.6314,5/31/2017
Jikimu Fund,22722221244,183172077,124.0485,124.0485,121.5675,5/30/2017
Jikimu Fund,22722221244,183172077,124.0485,124.0485,121.5675,5/30/2017
Jikimu Fund,22666100748,183194317.4,123.7271,123.7271,121.2526,5/29/2017
Jikimu Fund,22666100748,183194317.4,123.7271,123.7271,121.2526,5/29/2017
Jikimu Fund,22645388052,183192293.1,123.6154,123.6154,121.1431,5/26/2017
Jikimu Fund,22645388052,183192293.1,123.6154,123.6154,121.1431,5/26/2017
Jikimu Fund,22618370697,183028832.4,123.5782,123.5782,121.1066,5/25/2017
Jikimu Fund,22618370697,183028832.4,123.5782,123.5782,121.1066,5/25/2017
Jikimu Fund,22618799220,183087247,123.5411,123.5411,121.0703,5/24/2017
Jikimu Fund,22618799220,183087247,123.5411,123.5411,121.0703,5/24/2017
